,No.,Is retweet?,Tweet ID,Post Date,User Display Name,User ID,User Info,User Location,Tweet Content,Number of Quotes,Number of Replies,Number of Likes,Number of Retweets,Raw link 1,Solved link 1,Raw link 2,Solved link 2,Raw link 3,Solved link 3,Raw link 4,Solved link 4,Raw link 5,Solved link 5,proccessed_tweet
874,875,Yes,1281271050521604096,Thu Jul 09 16:56:37 +0000 2020,Ajit Singh Sirohi,AjitSin54150395,जिंदगी में इतनी शिद्दत से निभाओ अपना किरदार | $$$ कि परदा गिर जाये पर तालियां फिर भी बजती रहे ||,"Dera Bassi, Punjab","India will have an important role to play in scaling up vaccine production: PM Modi | via @IndiaTVNews
#coronavirus #COVID 
 https://t.co/wpaKX1Xz7D",0,0,0,0,,,,,,,,,,,india will have an impoant role to play in scaling up vaccines production: pm modi | via
875,876,Yes,1281271053684109313,Thu Jul 09 16:56:38 +0000 2020,Bipin Subba,BipinSubba2,"To Help others, You need to help yourself first,  $$$ Because a man with problem will make other's problem miserable. $$$ Currently Helping Myself😎. $$$ To Be Continued🙏.",Nepal,"Snapshot of #Nepal's economic update of this week.
#COVIDー19 #economy 

Sources:
1. https://t.co/C3bAU29GRo
2. https://t.co/3iNu0prdJx
3. https://t.co/jWqz9cIeD4
4. https://t.co/PJ2cHJcKBq
5. https://t.co/MlDsbOtO11
6. https://t.co/PTGFYV8xun https://t.co/5XwpWQzwX4",0,0,0,0,https://t.co/C3bAU29GRo,https://bit.ly/38GqQGk,,,,,,,,,snapshot of economic update of this week. sources: 1. 2. 3. 4. 5. 6.
876,877,Yes,1281271068452425739,Thu Jul 09 16:56:42 +0000 2020,anti ghost,doranga,Kenyan president in the making...i will build the biggest prison in the world prospective occupants are currently working so hard to book jailment...,,Coronavirus vaccine makers to testify before U.S. House committee https://t.co/IxVkOblrmj https://t.co/HQjuWxP8AP,0,0,0,0,https://t.co/IxVkOblrmj,https://reut.rs/2ZTKScr,,,,,,,,,coronavirus vaccines makers to testify before u.s. house committee
877,878,Yes,1281271070285344770,Thu Jul 09 16:56:42 +0000 2020,Madyala Sharath,MadyalaSharath,Just be positive $ $$$ #TDPTwitter🚴‍♂️,Andhra Pradesh Tadipatri,"List of states &amp; Cities in India you should visit once the Covid vaccine is out - 
1- Sikkim (Mountains) 
2- Vizag (Small vacation) 
3- Ayodhya / Puri (Spiritual)
4- Meghalaya(Nature / Peace)
5- Kovalam in Kerala (Seaside love) 

There are beautiful places in India explore them♥️",0,0,0,0,,,,,,,,,,,list of states &amp; cities in india you should visit once the covid vaccines is out - 1- sikkim (mountains) 2- vizag (small vacation) 3- ayodhya / puri (spiritual) 4- meghalaya(nature / peace) 5- kovalam in kerala (seaside love) there are beautiful places in india explore them
878,879,Yes,1281271080968126466,Thu Jul 09 16:56:45 +0000 2020,Larry Hall,LarryHa17011449,,,"90 years ago they gave us syphillis in a “study.”

The CDC’s measles experimental vaccine increased the # of black kids w/ autism.

They’ve removed &amp; cloned our cells w/o permission.

Black people being guinea pigs for this vaccine should be a definite NO. https://t.co/l9ZijQy9iA",0,0,0,0,,,,,,,,,,,90 years ago they gave us syphillis in a study. the cdcs measles experimental vaccines increased the # of black kids w/ autism. theyve removed &amp; cloned our cells w/o permission. black people being guinea pigs for this vaccines should be a definite no.
879,880,No,1281271099783708672,Thu Jul 09 16:56:49 +0000 2020,Darlene Gifford,dargifford,,,"Since there is a cure for pennies, why would we need a vaccine or contact tracers?

https://t.co/45IaLI26Dt

#OPENAMERICANOW 
#Scamdemic 
#FireFauci",0,0,0,0,https://t.co/45IaLI26Dt,https://www.naturalblaze.com/2020/07/texas-doctor-reverses-coronavirus-symptoms-in-100-of-cases-with-inexpensive-treatment.html,https://t.co/A9SUSCi8d6,https://twitter.com/i/web/status/1281271099783708672,,,,,,,"since there is a cure for pennies, why would we need a vaccines or contact tracers?"
880,881,Yes,1281271124811223042,Thu Jul 09 16:56:55 +0000 2020,Lilibeth Pacheco,LilibethPache14,#botanica #virologa amante de la biologia molecular,"Lima, Peru",A @NatureSMB paper identifies the structures of the spike glycoproteins for SARS-CoV-2 and the closely related bat virus RaTG13. It provides further information about how the SARS-CoV-2 spike evolved and may give insights for vaccine design. https://t.co/uoPoa858uA https://t.co/xRWuAkRjxG,0,0,0,0,,,,,,,,,,,a paper identifies the structures of the spike glycoproteins for sars-cov-2 and the closely related bat virus ratg13. it provides fuher information about how the sars-cov-2 spike evolved and may give insights for vaccines design.
881,882,Yes,1281271171602952192,Thu Jul 09 16:57:06 +0000 2020,Audacious Pundit,AudaciousPundit,"Let everything you do, be done in the light of eternity...","Florida, USA","Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
882,883,Yes,1281271175805652992,Thu Jul 09 16:57:07 +0000 2020,Yvonne Davila,YvonneDavila4,Enamorada de Venezuela. Viejita con buen humor,"Mérida, Venezuela","NEXT BIG MEDIA HIT AGAINST BIG PHARMA

Brazil's President Jair Bolsonaro says he's taking hydroxychloroquine for his Coronavirus.

He takes his 3rd dose and he is feeling very well.

Hydroxychloroquine works. 
No vaccination is required. https://t.co/5qeBzooLDH",0,0,0,0,,,,,,,,,,,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccines is required.
883,884,Yes,1281271204435955719,Thu Jul 09 16:57:14 +0000 2020,anthony george,anthonyg23,,,"""So many of our children are being vaccinated &amp; paralysed. When they say the way we’re going to fix covid is with a vaccine, I’m extremely cautious."" RT Kanye West takes anti-vaccine, anti-abortion stance in US presidential bid; 
https://t.co/yaDSu0SFxQ",0,0,0,0,,,,,,,,,,,"""so many of our children are being vaccines &amp; paralysed. when they say the way were going to fix covid is with a vaccines im extremely cautious."" kanye west takes vaccines anti-aboion stance in us presidential bid;"
884,885,No,1281271205165764608,Thu Jul 09 16:57:14 +0000 2020,danbowman🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,danbowman,"Liberal Democrat, Chicago White Sox Fan. Also Go Bears, ‘Hawks and Bulls. Proud of all that. Loyola Academy Rambler and John Carroll Blue Streak","Mount Lebanon, PA","@PensCD79 @victorthigpen24 @PaulZeise To simplify this:
COVID is real and possibly deadly.
It is an airborne virus. There is no vaccine.
What works? Social distancing. Masks. Being outdoors as opposed to indoors. Hand washing. That’s it. Anything else is crybaby or wishful thinking.",0,0,0,0,https://t.co/Xs782PfmC2,https://twitter.com/i/web/status/1281271205165764608,,,,,,,,,to simplify this: covid is real and possibly deadly. it is an airborne virus. there is no vaccines what works? social distancing. masks. being outdoors as opposed to indoors. hand washing. thats it. anything else is crybaby or wishful thinking.
885,886,Yes,1281271205589213185,Thu Jul 09 16:57:14 +0000 2020,Emily fox,Emilyfo04914299,Nature girl!,oceanside ,CTV news now so completely hijacked by the liberals they bury the devastating fiscal 'snapshot' below old covid stories. Sad. https://t.co/jSKb11vV3L,0,0,0,0,,,,,,,,,,,ctv news now so completely hijacked by the liberals they bury the devastating fiscal 'snapshot' below old covid stories. sad.
886,887,Yes,1281271209515085824,Thu Jul 09 16:57:15 +0000 2020,Kevin Baker,KevinBaker412,"Conservative, Love God, Family, Friends, #1A, #2A, #Scotus","Ohio, USA","Philly Shootings Surge As 23 People Were Shot In a Single Day

Police statistics: 210 homicides, ⬆️27% year over year. On pace for highest annual murder tally since 1997

888 people shot in Philly this year thru July 5, ⬆️27% yr over yr &amp; ⬆️65% from 2015

https://t.co/CM4mbJ0V4O",0,0,0,0,,,,,,,,,,,"philly shootings surge as 23 people were shot in a single day police statistics: 210 homicides, 27% year over year. on pace for highest annual murder tally since 1997 888 people shot in philly this year thru july 5, 27% yr over yr &amp; 65% from 2015"
887,888,Yes,1281271227559092225,Thu Jul 09 16:57:20 +0000 2020,hello_galaxy.jpg,_pronto_,📷📸,The 8th Dimension,"Serious neurological conditions are occurring in some people with #COVID19, even in those with apparently mild symptoms. The case vignettes in this study make grim reading. Some will never recover.

➡️ https://t.co/Krv2iqZXoC

Herd immunity (without a vaccine) is unconscionable.",0,0,0,0,,,,,,,,,,,serious neurological conditions are occurring in some people with even in those with apparently mild symptoms. the case vignettes in this study make grim reading. some will never recover. herd immunity (without a vaccines is unconscionable.
888,889,Yes,1281271230872653827,Thu Jul 09 16:57:20 +0000 2020,"Uhhh.., MPH.",TheMSeries1,''Ya get that thing I sent ya?'', Ova Da Wudz,And why we will continue to struggle with it. You see how they treat masks lord knows the takes we will get when their is an actual vaccine.,0,0,0,0,,,,,,,,,,,and why we will continue to struggle with it. you see how they treat masks lord knows the takes we will get when their is an actual vaccines
889,890,Yes,1281271240385105920,Thu Jul 09 16:57:23 +0000 2020,Auto World Mag,autoworldmag,"Car lover, Bangalorean!","Bangalore, India",Coronavirus vaccine: Will it be ready by fall? Here's what's happening now https://t.co/5yNXtoVvGj https://t.co/OFtY2GvmVE,0,0,0,0,https://t.co/5yNXtoVvGj,https://cnet.co/2BVNpe6,,,,,,,,,coronavirus vaccines will it be ready by fall? here's what's happening now
890,891,Yes,1281271247255613441,Thu Jul 09 16:57:24 +0000 2020,M,M60192272,Remorseful.,,"#OperationWarpSpeed handing U.S. #COVIDー19 vaccine funds to firms contracting with the same biotech that held a decades-long monopoly on the anthrax vaccine &amp; close business ties to the man who controls the Strategic National Stockpile, ASPR Robert Kadlec https://t.co/dpEryQXQFC",0,0,0,0,,,,,,,,,,,"handing u.s. vaccines funds to firms contracting with the same biotech that held a decades-long monopoly on the anthrax vaccines &amp; close business ties to the man who controls the strategic national stockpile, aspr robe kadlec"
891,892,Yes,1281271251118456840,Thu Jul 09 16:57:25 +0000 2020,sarah,dogandwinelover,,"Farmington Hills, MI","How a shot-in-B.C. #TheGoodDoctor with Freddie Highmore will resume production safely in the Covid era
https://t.co/WJ85TWFDpk",0,0,0,0,,,,,,,,,,,how a shot-in-b.c. with freddie highmore will resume production safely in the covid era
892,893,No,1281271263621713921,Thu Jul 09 16:57:28 +0000 2020,Ed Ceballos,EdCeballos,"Strategic Partnerships Leader @ http://Everflow.io Growth catalyst, Team builder, Entrepreneur, Service Designer, Harley Davidson fan, Ice Hockey amateur.","Orlando, FL","Unexpected business impact of Covid-19: 
According to @TheHustle, Tinder was last month the 3rd-highest-grossing app — above even Netflix and Disney+.

Their in-app messages shot up 20%, and conversation lengths jumped 25%. 

Source =&gt; https://t.co/zruO5wVwnL https://t.co/I5JMQICXYt",0,0,0,0,https://t.co/78W3u9CTzd,https://twitter.com/i/web/status/1281271263621713921,https://t.co/zruO5wVwnL,https://thehustle.co/?ref=29562d9143,,,,,,,"unexpected business impact of covid-19: according to tinder was last month the3rd-highest-grossing app above even netflix and disney+. their in-app messagesshot up20%, and conversation lengths jumped 25%. source =&gt;"
893,894,No,1281271276078796800,Thu Jul 09 16:57:31 +0000 2020,Kirstin,kik6090,"God & Country. Family & Freedom. 🇺🇸 Love my peeps. Grateful & oh, so blessed.",United States,"We’re being lied to. 

C19 close to loosing epidemic designation by CDC. https://t.co/5uNvH5yeic

Death rate continues to fall. https://t.co/RcHS20Ma3P
Fauci is fanning the fear...why? 🤔 He’ll benefit from vaccine...",0,0,0,0,https://t.co/5uNvH5yeic,https://justthenews.com/politics-policy/coronavirus/covid-19-close-losing-its-epidemic-status-us-according-cdc,https://t.co/47Ah3GgtNO,https://twitter.com/i/web/status/1281271276078796800,https://t.co/RcHS20Ma3P,http://FlattenTheFear.com,,,,,were being lied to. c19 close to loosing epidemic designation by cdc. death rate continues to fall. fauci is fanning the fear...why? hell benefit from vaccines
894,895,Yes,1281271281544040449,Thu Jul 09 16:57:33 +0000 2020,Sal,Sal73216826,can't stand injustice and liars,,"#OperationWarpSpeed handing U.S. #COVIDー19 vaccine funds to firms contracting with the same biotech that held a decades-long monopoly on the anthrax vaccine &amp; close business ties to the man who controls the Strategic National Stockpile, ASPR Robert Kadlec https://t.co/dpEryQXQFC",0,0,0,0,,,,,,,,,,,"handing u.s. vaccines funds to firms contracting with the same biotech that held a decades-long monopoly on the anthrax vaccines &amp; close business ties to the man who controls the strategic national stockpile, aspr robe kadlec"
895,896,Yes,1281271285692194824,Thu Jul 09 16:57:34 +0000 2020,C. J. Martinez,Nighthawk72,"A hard rockin', high energy performer who believes hard work can also be fun. Plays like an #AllStar & parties like a #RockStar.","Toronto, Canada","@drewtheprinter @mikev527 @julijays @Max2166 @RapsLeafsJays @Toronto_Sports2 @KarenSoutar1 @Nighthawk72 @MikeLewisTO @LJ9111011 @kids2mamma @curdycundari @glamourgirlca @b Unfortunately with Covid19, what happens around the world affects us all, until there is a vaccine.",0,0,0,0,,,,,,,,,,,"unfounately with covid19, what happens around the world affects us all, until there is a vaccines"
896,897,No,1281271292784672770,Thu Jul 09 16:57:35 +0000 2020,Erik Op de Beeck,erikodbeeck,"All by love, nothing by force. No one's master, no one's servant.","Mechelen, België",KU Leuven #Rega Institute press briefing SARS-CoV-2 #vaccine #Corona #COVID__19 #Belgium (start 20'44)  https://t.co/LVtBL6uQf1 via @YouTube,0,0,0,0,https://t.co/LVtBL6uQf1,https://youtu.be/HG1ixArpQvM,,,,,,,,,ku leuven institute press briefing sars-cov-2 (sta 20'44) via
